Country,Date,C1_School_closing,C1_Flag,C2_Workplace_closing,C2_Flag,C3_Cancel_public_events,C3_Flag,C4_Restrictions_on_gatherings,C4_Flag,C5_Close_public_transport,C5_Flag,C6_Stay_at_home_requirements,C6_Flag,C7_Restrictions_on_internal_movement,C7_Flag,C8_International_travel_controls,E1_Income_support,E1_Flag,E2_Debt_contract_relief,E3_Fiscal_measures,E4_International_support,H1_Public_information_campaigns,H1_Flag,H2_Testing_policy,H3_Contact_tracing,H4_Emergency_investment_in_healthcare,H5_Investment_in_vaccines,H6_Facial_Coverings,H6_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
Bulgaria,2020-03-27,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,0,NA,0,0,0,2,1,1,0,0,0,0,NA,NA,264,3,73.15,73.15,75,75,49.4,49.4,57.64,57.64,0,0
Bulgaria,2020-03-28,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,0,NA,0,0,0,2,1,1,0,0,0,0,NA,NA,293,3,73.15,73.15,75,75,49.4,49.4,57.64,57.64,0,0
Bulgaria,2020-03-29,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,0,NA,0,0,0,2,1,1,0,0,0,0,NA,NA,331,7,73.15,73.15,75,75,49.4,49.4,57.64,57.64,0,0
Bulgaria,2020-03-30,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,0,0,0,2,1,1,0,0,0,3,1,NA,346,8,73.15,73.15,75,75,60.12,60.12,63.89,63.89,37.5,37.5
Bulgaria,2020-03-31,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,359,8,73.15,73.15,75,75,56.55,56.55,59.72,59.72,37.5,37.5
Bulgaria,2020-04-01,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,399,8,71.3,71.3,75,75,55.36,55.36,58.33,58.33,37.5,37.5
Bulgaria,2020-04-02,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,422,10,71.3,71.3,75,75,55.36,55.36,58.33,58.33,37.5,37.5
Bulgaria,2020-04-03,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,457,10,71.3,71.3,75,75,55.36,55.36,58.33,58.33,37.5,37.5
Bulgaria,2020-04-04,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,485,14,71.3,71.3,75,75,55.36,55.36,58.33,58.33,37.5,37.5
Bulgaria,2020-04-05,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,503,17,71.3,71.3,75,75,55.36,55.36,58.33,58.33,37.5,37.5
Bulgaria,2020-04-06,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,531,20,71.3,71.3,75,75,55.36,55.36,58.33,58.33,37.5,37.5
Bulgaria,2020-04-07,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,549,22,71.3,71.3,75,75,55.36,55.36,58.33,58.33,37.5,37.5
Bulgaria,2020-04-08,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,577,23,71.3,71.3,75,75,55.36,55.36,58.33,58.33,37.5,37.5
Bulgaria,2020-04-09,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,0,0,0,2,1,1,0,0,0,1,1,NA,593,24,71.3,71.3,75,75,55.36,55.36,58.33,58.33,37.5,37.5
Bulgaria,2020-04-10,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,0,0,2,1,1,0,0,0,1,1,NA,624,24,71.3,71.3,75,75,62.5,62.5,58.33,58.33,87.5,87.5
Bulgaria,2020-04-11,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,0,0,2,1,1,0,0,0,1,1,NA,635,25,71.3,71.3,75,75,62.5,62.5,58.33,58.33,87.5,87.5
Bulgaria,2020-04-12,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,661,28,71.3,71.3,75,75,66.07,66.07,62.5,62.5,87.5,87.5
Bulgaria,2020-04-13,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,675,29,71.3,71.3,75,75,66.07,66.07,62.5,62.5,87.5,87.5
Bulgaria,2020-04-14,3,1,1,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,685,32,71.3,71.3,75,75,66.07,66.07,62.5,62.5,87.5,87.5
Bulgaria,2020-04-15,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,713,35,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-16,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,747,36,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-17,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,800,38,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-18,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,846,41,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-19,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,878,41,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-20,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,915,43,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-21,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,929,43,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-22,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,975,45,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-23,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,1024,49,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-24,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,1097,52,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-25,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,1188,54,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-26,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,1247,55,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-27,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,1300,56,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-28,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,0,0,0,3,1,NA,1363,58,73.15,73.15,75,75,67.26,67.26,63.89,63.89,87.5,87.5
Bulgaria,2020-04-29,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,2,0,0,3,1,NA,1399,58,73.15,73.15,75,75,74.4,74.4,72.22,72.22,87.5,87.5
Bulgaria,2020-04-30,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,2,0,0,3,1,NA,1447,64,73.15,73.15,75,75,74.4,74.4,72.22,72.22,87.5,87.5
Bulgaria,2020-05-01,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1506,66,73.15,73.15,75,75,70.83,70.83,68.06,68.06,87.5,87.5
Bulgaria,2020-05-02,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1588,69,73.15,73.15,75,75,70.83,70.83,68.06,68.06,87.5,87.5
Bulgaria,2020-05-03,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1594,72,73.15,73.15,75,75,70.83,70.83,68.06,68.06,87.5,87.5
Bulgaria,2020-05-04,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1618,73,73.15,73.15,75,75,70.83,70.83,68.06,68.06,87.5,87.5
Bulgaria,2020-05-05,3,1,1,1,2,1,4,1,0,NA,2,0,2,1,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1652,78,73.15,73.15,75,75,70.83,70.83,68.06,68.06,87.5,87.5
Bulgaria,2020-05-06,3,1,1,1,2,1,4,1,0,NA,2,0,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1689,78,62.04,62.04,67.86,67.86,63.69,63.69,59.72,59.72,87.5,87.5
Bulgaria,2020-05-07,3,1,1,1,2,1,4,1,0,NA,2,0,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1778,84,62.04,62.04,67.86,67.86,63.69,63.69,59.72,59.72,87.5,87.5
Bulgaria,2020-05-08,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1829,84,60.19,60.19,67.86,67.86,62.5,62.5,58.33,58.33,87.5,87.5
Bulgaria,2020-05-09,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1911,88,60.19,60.19,67.86,67.86,62.5,62.5,58.33,58.33,87.5,87.5
Bulgaria,2020-05-10,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1955,90,60.19,60.19,67.86,67.86,62.5,62.5,58.33,58.33,87.5,87.5
Bulgaria,2020-05-11,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1965,91,60.19,60.19,67.86,67.86,62.5,62.5,58.33,58.33,87.5,87.5
Bulgaria,2020-05-12,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,1990,93,60.19,60.19,67.86,67.86,62.5,62.5,58.33,58.33,87.5,87.5
Bulgaria,2020-05-13,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2023,95,60.19,60.19,67.86,67.86,62.5,62.5,58.33,58.33,87.5,87.5
Bulgaria,2020-05-14,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,4,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2069,96,62.96,62.96,71.43,71.43,64.29,64.29,60.42,60.42,87.5,87.5
Bulgaria,2020-05-15,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,4,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2100,99,62.96,62.96,71.43,71.43,64.29,64.29,60.42,60.42,87.5,87.5
Bulgaria,2020-05-16,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,4,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2138,102,62.96,62.96,71.43,71.43,64.29,64.29,60.42,60.42,87.5,87.5
Bulgaria,2020-05-17,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,4,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2211,108,62.96,62.96,71.43,71.43,64.29,64.29,60.42,60.42,87.5,87.5
Bulgaria,2020-05-18,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,4,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2235,110,62.96,62.96,71.43,71.43,64.29,64.29,60.42,60.42,87.5,87.5
Bulgaria,2020-05-19,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,4,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2259,112,62.96,62.96,71.43,71.43,64.29,64.29,60.42,60.42,87.5,87.5
Bulgaria,2020-05-20,3,1,1,1,2,1,4,1,0,NA,1,1,0,NA,4,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2292,116,62.96,62.96,71.43,71.43,64.29,64.29,60.42,60.42,87.5,87.5
Bulgaria,2020-05-21,2,1,1,1,2,1,4,1,0,NA,1,1,0,NA,4,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2331,120,59.26,59.26,67.86,67.86,61.9,61.9,57.64,57.64,87.5,87.5
Bulgaria,2020-05-22,2,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2372,125,56.48,56.48,64.29,64.29,60.12,60.12,55.56,55.56,87.5,87.5
Bulgaria,2020-05-23,2,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2408,126,56.48,56.48,64.29,64.29,60.12,60.12,55.56,55.56,87.5,87.5
Bulgaria,2020-05-24,2,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2408,126,56.48,56.48,64.29,64.29,60.12,60.12,55.56,55.56,87.5,87.5
Bulgaria,2020-05-25,2,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2433,130,56.48,56.48,64.29,64.29,60.12,60.12,55.56,55.56,87.5,87.5
Bulgaria,2020-05-26,2,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2433,130,56.48,56.48,64.29,64.29,60.12,60.12,55.56,55.56,87.5,87.5
Bulgaria,2020-05-27,2,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2460,133,56.48,56.48,64.29,64.29,60.12,60.12,55.56,55.56,87.5,87.5
Bulgaria,2020-05-28,2,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2460,133,56.48,56.48,64.29,64.29,60.12,60.12,55.56,55.56,87.5,87.5
Bulgaria,2020-05-29,2,1,1,1,2,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2485,136,56.48,56.48,64.29,64.29,60.12,60.12,55.56,55.56,87.5,87.5
Bulgaria,2020-05-30,2,1,1,1,1,1,4,1,0,NA,1,1,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2499,139,50.93,50.93,64.29,64.29,56.55,56.55,51.39,51.39,87.5,87.5
Bulgaria,2020-05-31,2,1,1,1,1,1,3,1,0,NA,0,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2513,140,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-01,2,1,1,1,1,1,3,1,0,NA,0,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2513,140,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-02,2,1,1,1,1,1,3,1,0,NA,0,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2513,144,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-03,2,1,1,1,1,1,3,1,0,NA,NA,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2538,144,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-04,2,1,1,1,1,1,3,1,0,NA,0,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2585,147,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-05,2,1,1,1,1,1,3,1,0,NA,0,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2585,147,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-06,2,1,1,1,1,1,3,1,0,NA,0,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2668,160,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-07,2,1,1,1,1,1,3,1,0,NA,0,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2711,160,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-08,2,1,1,1,1,1,3,1,0,NA,0,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2727,160,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-09,2,1,1,1,1,1,3,1,0,NA,0,NA,0,NA,3,2,0,2,0,0,2,1,1,2,0,0,1,1,NA,2810,164,44.44,44.44,54.29,54.29,52.38,52.38,46.53,46.53,87.5,87.5
Bulgaria,2020-06-10,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,2889,167,38.89,38.89,52.38,52.38,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-11,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,2993,167,38.89,38.89,52.38,52.38,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-12,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3086,168,38.89,38.89,52.38,52.38,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-13,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3191,172,38.89,38.89,52.38,52.38,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-14,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3266,172,38.89,38.89,52.38,52.38,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-15,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3290,174,38.89,38.89,52.38,52.38,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-16,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3341,176,38.89,38.89,52.38,52.38,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-17,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3453,181,38.89,38.89,52.38,52.38,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-18,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3542,184,38.89,38.89,52.38,52.38,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-19,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3674,190,36.11,36.11,48.81,48.81,43.45,43.45,40.28,40.28,62.5,62.5
Bulgaria,2020-06-20,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3755,193,36.11,36.11,48.81,48.81,43.45,43.45,40.28,40.28,62.5,62.5
Bulgaria,2020-06-21,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,1,1,NA,3872,199,36.11,36.11,48.81,48.81,43.45,43.45,40.28,40.28,62.5,62.5
Bulgaria,2020-06-22,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,3905,199,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-23,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,3984,207,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-24,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,4114,208,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-25,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,4242,209,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-26,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,4408,211,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-27,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,4513,215,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-28,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,4625,216,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-29,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,4691,219,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-06-30,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,4831,223,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-01,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,4989,230,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-02,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,5154,232,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-03,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,5315,232,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-04,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,5497,239,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-05,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,5677,241,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-06,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,5740,246,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-07,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,5914,250,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-08,2,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,6102,254,36.11,36.11,48.81,48.81,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-09,2,1,1,1,2,0,3,1,0,NA,0,NA,0,NA,2,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,6342,259,44.44,44.44,50.71,50.71,50.6,50.6,48.61,48.61,62.5,62.5
Bulgaria,2020-07-10,2,1,1,1,2,0,3,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,6672,262,47.22,47.22,54.29,54.29,52.38,52.38,50.69,50.69,62.5,62.5
Bulgaria,2020-07-11,2,1,1,1,2,0,3,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,6964,262,47.22,47.22,54.29,54.29,52.38,52.38,50.69,50.69,62.5,62.5
Bulgaria,2020-07-12,2,1,1,1,2,0,3,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,7175,262,47.22,47.22,54.29,54.29,52.38,52.38,50.69,50.69,62.5,62.5
Bulgaria,2020-07-13,2,1,1,1,1,0,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,7252,268,36.11,36.11,48.57,48.57,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-14,2,1,1,1,1,0,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,7411,276,36.11,36.11,48.57,48.57,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-15,2,1,1,1,1,0,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,7645,283,36.11,36.11,48.57,48.57,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-16,2,1,1,1,1,0,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,7877,289,36.11,36.11,48.57,48.57,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-17,2,1,1,1,1,0,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,8144,293,36.11,36.11,48.57,48.57,45.24,45.24,42.36,42.36,62.5,62.5
Bulgaria,2020-07-18,2,1,1,1,1,0,1,1,0,NA,0,NA,0,NA,3,2,0,1,0,0,2,1,1,2,0,0,2,1,NA,8442,297,36.11,36.11,48.57,48.57,45.24,45.24,42.36,42.36,62.5,62.5
